Entity,Code,Day,people_vaccinated
Nevada,,2021-03-19,689756
Nevada,,2021-03-20,710024
Nevada,,2021-03-21,728878
Nevada,,2021-03-22,742578
Nevada,,2021-03-23,746550
Nevada,,2021-03-24,757829
Nevada,,2021-03-25,776760
Nevada,,2021-03-26,794374
Nevada,,2021-03-27,812950
Nevada,,2021-03-28,828805
Nevada,,2021-03-29,842620
Nevada,,2021-03-30,845896
Nevada,,2021-03-31,853774
Nevada,,2021-04-01,870382
Nevada,,2021-04-02,883760
Nevada,,2021-04-03,899995
Nevada,,2021-04-04,913961
Nevada,,2021-04-05,924577
Nevada,,2021-04-06,927099
Nevada,,2021-04-07,937259
Nevada,,2021-04-08,957169
Nevada,,2021-04-09,982312
Nevada,,2021-04-10,1006304
Nevada,,2021-04-11,1028619
Nevada,,2021-04-12,1045774
Nevada,,2021-04-13,1050539
Nevada,,2021-04-14,1060196
Nevada,,2021-04-15,1078275
Nevada,,2021-04-16,1094142
Nevada,,2021-04-17,1109751
Nevada,,2021-04-18,1123822
Nevada,,2021-04-19,1132924
Nevada,,2021-04-20,1136154
Nevada,,2021-04-21,1142561
Nevada,,2021-04-22,1152360
Nevada,,2021-04-23,1162079
Nevada,,2021-04-24,1172829
Nevada,,2021-04-25,1183949
Nevada,,2021-04-26,1193085
Nevada,,2021-04-27,1196360
Nevada,,2021-04-28,1201880
Nevada,,2021-04-29,1210441
Nevada,,2021-04-30,1219581
Nevada,,2021-05-01,1228338
Nevada,,2021-05-02,1235256
Nevada,,2021-05-03,1238938
Nevada,,2021-05-04,1239579
Nevada,,2021-05-05,1243235
Nevada,,2021-05-06,1251787
Nevada,,2021-05-07,1259626
Nevada,,2021-05-08,1264701
Nevada,,2021-05-09,1271782
Nevada,,2021-05-10,1278860
Nevada,,2021-05-11,1283645
Nevada,,2021-05-12,1287018
Nevada,,2021-05-13,1292498
Nevada,,2021-05-14,1296725
Nevada,,2021-05-15,1303628
Nevada,,2021-05-16,1311047
Nevada,,2021-05-17,1315517
Nevada,,2021-05-18,1319636
Nevada,,2021-05-19,1324736
Nevada,,2021-05-20,1332956
Nevada,,2021-05-21,1342834
New Hampshire,,2021-01-12,11615
New Hampshire,,2021-01-13,12722
New Hampshire,,2021-01-14,53780
New Hampshire,,2021-01-15,56797
New Hampshire,,2021-01-19,64402
New Hampshire,,2021-01-20,67366
New Hampshire,,2021-01-21,70281
New Hampshire,,2021-01-22,72979
New Hampshire,,2021-01-23,76609
New Hampshire,,2021-01-24,79942
New Hampshire,,2021-01-25,80674
New Hampshire,,2021-01-26,81417
New Hampshire,,2021-01-27,84813
New Hampshire,,2021-01-28,88624
New Hampshire,,2021-01-29,92305
New Hampshire,,2021-01-30,96148
New Hampshire,,2021-01-31,98524
New Hampshire,,2021-02-01,100041
New Hampshire,,2021-02-02,103364
New Hampshire,,2021-02-03,104042
New Hampshire,,2021-02-04,108112
New Hampshire,,2021-02-05,112544
New Hampshire,,2021-02-06,116523
New Hampshire,,2021-02-07,119552
New Hampshire,,2021-02-08,119763
New Hampshire,,2021-02-09,121201
New Hampshire,,2021-02-10,125466
New Hampshire,,2021-02-11,130806
New Hampshire,,2021-02-12,135257
New Hampshire,,2021-02-13,141108
New Hampshire,,2021-02-14,146718
New Hampshire,,2021-02-16,151248
New Hampshire,,2021-02-17,152041
New Hampshire,,2021-02-18,157078
New Hampshire,,2021-02-19,166491
New Hampshire,,2021-02-20,171758
New Hampshire,,2021-02-21,179139
New Hampshire,,2021-02-22,192129
New Hampshire,,2021-02-23,197531
New Hampshire,,2021-02-24,203338
New Hampshire,,2021-02-25,209909
New Hampshire,,2021-02-26,215730
New Hampshire,,2021-02-27,224347
New Hampshire,,2021-02-28,233437
New Hampshire,,2021-03-01,236501
New Hampshire,,2021-03-02,241410
New Hampshire,,2021-03-03,248242
New Hampshire,,2021-03-04,255746
New Hampshire,,2021-03-05,261912
New Hampshire,,2021-03-06,270198
New Hampshire,,2021-03-07,278812
New Hampshire,,2021-03-08,282343
New Hampshire,,2021-03-09,289813
New Hampshire,,2021-03-10,297909
New Hampshire,,2021-03-11,306918
New Hampshire,,2021-03-12,315641
New Hampshire,,2021-03-13,327787
New Hampshire,,2021-03-14,333706
New Hampshire,,2021-03-15,336445
New Hampshire,,2021-03-16,339922
New Hampshire,,2021-03-17,345874
New Hampshire,,2021-03-18,352868
New Hampshire,,2021-03-19,359702
New Hampshire,,2021-03-20,368356
New Hampshire,,2021-03-21,377145
New Hampshire,,2021-03-22,380950
New Hampshire,,2021-03-23,385013
New Hampshire,,2021-03-24,390003
New Hampshire,,2021-03-25,395378
New Hampshire,,2021-03-26,399555
New Hampshire,,2021-03-27,403769
New Hampshire,,2021-03-28,408402
New Hampshire,,2021-03-29,410366
New Hampshire,,2021-03-30,412057
New Hampshire,,2021-03-31,414738
New Hampshire,,2021-04-01,500305
New Hampshire,,2021-04-02,509351
New Hampshire,,2021-04-03,545794
New Hampshire,,2021-04-04,548665
New Hampshire,,2021-04-05,569781
New Hampshire,,2021-04-06,570870
New Hampshire,,2021-04-07,592585
New Hampshire,,2021-04-08,613483
New Hampshire,,2021-04-09,637905
New Hampshire,,2021-04-10,662538
New Hampshire,,2021-04-11,692179
New Hampshire,,2021-04-12,711212
New Hampshire,,2021-04-13,724874
New Hampshire,,2021-04-14,732717
New Hampshire,,2021-04-15,764629
New Hampshire,,2021-04-16,781912
New Hampshire,,2021-04-17,788193
New Hampshire,,2021-04-18,792262
New Hampshire,,2021-04-19,793917
New Hampshire,,2021-04-20,796243
New Hampshire,,2021-04-21,798857
New Hampshire,,2021-04-22,800725
New Hampshire,,2021-04-23,802260
New Hampshire,,2021-04-24,804407
New Hampshire,,2021-04-25,807390
New Hampshire,,2021-04-26,809520
New Hampshire,,2021-04-27,811776
New Hampshire,,2021-04-28,813444
New Hampshire,,2021-04-29,815590
New Hampshire,,2021-04-30,818454
New Hampshire,,2021-05-01,823050
New Hampshire,,2021-05-02,825724
New Hampshire,,2021-05-03,827362
New Hampshire,,2021-05-04,830096
New Hampshire,,2021-05-05,831667
New Hampshire,,2021-05-06,831667
New Hampshire,,2021-05-07,776135
New Hampshire,,2021-05-08,778356
New Hampshire,,2021-05-09,780481
New Hampshire,,2021-05-10,782578
New Hampshire,,2021-05-11,783511
New Hampshire,,2021-05-12,786618
New Hampshire,,2021-05-13,806543
New Hampshire,,2021-05-14,808746
New Hampshire,,2021-05-15,810845
New Hampshire,,2021-05-16,813340
New Hampshire,,2021-05-17,815221
New Hampshire,,2021-05-18,817350
New Hampshire,,2021-05-19,841022
New Hampshire,,2021-05-20,843902
New Hampshire,,2021-05-21,867505
New Jersey,,2021-01-12,206737
New Jersey,,2021-01-13,236053
New Jersey,,2021-01-14,235152
New Jersey,,2021-01-15,278956
New Jersey,,2021-01-19,354653
New Jersey,,2021-01-20,381159
New Jersey,,2021-01-21,381159
New Jersey,,2021-01-22,406494
New Jersey,,2021-01-23,437711
New Jersey,,2021-01-24,468760
New Jersey,,2021-01-25,492061
New Jersey,,2021-01-26,501812
New Jersey,,2021-01-27,530412
New Jersey,,2021-01-28,558156
New Jersey,,2021-01-29,616618
New Jersey,,2021-01-30,649035
New Jersey,,2021-01-31,670153
New Jersey,,2021-02-01,680591
New Jersey,,2021-02-02,697318
New Jersey,,2021-02-03,703957
New Jersey,,2021-02-04,703957
New Jersey,,2021-02-05,724879
New Jersey,,2021-02-06,791011
New Jersey,,2021-02-07,812914
New Jersey,,2021-02-08,822080
New Jersey,,2021-02-09,851190
New Jersey,,2021-02-10,883576
New Jersey,,2021-02-11,911345
New Jersey,,2021-02-12,941794
New Jersey,,2021-02-13,971241
New Jersey,,2021-02-14,992728
New Jersey,,2021-02-16,1037920
New Jersey,,2021-02-17,1067242
New Jersey,,2021-02-18,1103016
New Jersey,,2021-02-19,1139254
New Jersey,,2021-02-20,1157271
New Jersey,,2021-02-21,1172226
New Jersey,,2021-02-22,1233939
New Jersey,,2021-02-23,1256071
New Jersey,,2021-02-24,1278650
New Jersey,,2021-02-25,1310121
New Jersey,,2021-02-26,1348635
New Jersey,,2021-02-27,1385622
New Jersey,,2021-02-28,1423424
New Jersey,,2021-03-01,1448799
New Jersey,,2021-03-02,1511554
New Jersey,,2021-03-03,1555002
New Jersey,,2021-03-04,1609464
New Jersey,,2021-03-05,1661209
New Jersey,,2021-03-06,1712715
New Jersey,,2021-03-07,1749281
New Jersey,,2021-03-08,1775631
New Jersey,,2021-03-09,1821711
New Jersey,,2021-03-10,1871063
New Jersey,,2021-03-11,1958556
New Jersey,,2021-03-12,2018387
New Jersey,,2021-03-13,2090835
New Jersey,,2021-03-14,2126722
New Jersey,,2021-03-15,2158901
New Jersey,,2021-03-16,2199384
New Jersey,,2021-03-17,2251222
New Jersey,,2021-03-18,2312582
New Jersey,,2021-03-19,2372189
New Jersey,,2021-03-20,2430590
New Jersey,,2021-03-21,2475567
New Jersey,,2021-03-22,2510167
New Jersey,,2021-03-23,2514665
New Jersey,,2021-03-24,2606788
New Jersey,,2021-03-25,2661886
New Jersey,,2021-03-26,2720391
New Jersey,,2021-03-27,2774867
New Jersey,,2021-03-28,2822580
New Jersey,,2021-03-29,2859012
New Jersey,,2021-03-30,2903068
New Jersey,,2021-03-31,2951563
New Jersey,,2021-04-01,3027313
New Jersey,,2021-04-02,3103304
New Jersey,,2021-04-03,3173887
New Jersey,,2021-04-04,3229559
New Jersey,,2021-04-05,3266042
New Jersey,,2021-04-06,3304307
New Jersey,,2021-04-07,3373601
New Jersey,,2021-04-08,3453842
New Jersey,,2021-04-09,3532817
New Jersey,,2021-04-10,3619470
New Jersey,,2021-04-11,3682138
New Jersey,,2021-04-12,3738568
New Jersey,,2021-04-13,3797352
New Jersey,,2021-04-14,3862780
New Jersey,,2021-04-15,3922518
New Jersey,,2021-04-16,3977971
New Jersey,,2021-04-17,4035544
New Jersey,,2021-04-18,4082643
New Jersey,,2021-04-19,4119225
New Jersey,,2021-04-20,4161478
New Jersey,,2021-04-21,4209267
New Jersey,,2021-04-22,4255550
New Jersey,,2021-04-23,4310474
New Jersey,,2021-04-24,4362697
New Jersey,,2021-04-25,4402662
New Jersey,,2021-04-26,4435930
New Jersey,,2021-04-27,4473776
New Jersey,,2021-04-28,4508353
New Jersey,,2021-04-29,4545175
New Jersey,,2021-04-30,4582214
New Jersey,,2021-05-01,4615887
New Jersey,,2021-05-02,4634016
New Jersey,,2021-05-03,4646283
New Jersey,,2021-05-04,4660766
New Jersey,,2021-05-05,4692648
New Jersey,,2021-05-06,4721500
New Jersey,,2021-05-07,4755104
New Jersey,,2021-05-08,4784711
New Jersey,,2021-05-09,4813916
New Jersey,,2021-05-10,4841583
New Jersey,,2021-05-11,4858702
New Jersey,,2021-05-12,4877903
New Jersey,,2021-05-13,4896860
New Jersey,,2021-05-14,4918197
New Jersey,,2021-05-15,4957429
New Jersey,,2021-05-16,4985485
New Jersey,,2021-05-17,5004560
New Jersey,,2021-05-18,5020196
New Jersey,,2021-05-19,5055013
New Jersey,,2021-05-20,5085381
New Jersey,,2021-05-21,5128880
New Mexico,,2021-01-12,43344
New Mexico,,2021-01-13,45873
New Mexico,,2021-01-14,73428
New Mexico,,2021-01-15,80172
New Mexico,,2021-01-19,112450
New Mexico,,2021-01-20,116128
New Mexico,,2021-01-21,122956
New Mexico,,2021-01-22,130211
New Mexico,,2021-01-23,148964
New Mexico,,2021-01-24,162636
New Mexico,,2021-01-25,166530
New Mexico,,2021-01-26,171579
New Mexico,,2021-01-27,176038
New Mexico,,2021-01-28,180272
New Mexico,,2021-01-29,189082
New Mexico,,2021-01-30,195327
New Mexico,,2021-01-31,204968
New Mexico,,2021-02-01,212216
New Mexico,,2021-02-02,213941
New Mexico,,2021-02-03,219033
New Mexico,,2021-02-04,224290
New Mexico,,2021-02-05,231864
New Mexico,,2021-02-06,240516
New Mexico,,2021-02-07,245330
New Mexico,,2021-02-08,251082
New Mexico,,2021-02-09,253534
New Mexico,,2021-02-10,258073
New Mexico,,2021-02-11,264105
New Mexico,,2021-02-12,272325
New Mexico,,2021-02-13,276820
New Mexico,,2021-02-14,286538
New Mexico,,2021-02-16,300709
New Mexico,,2021-02-17,302820
New Mexico,,2021-02-18,306504
New Mexico,,2021-02-19,379606
New Mexico,,2021-02-20,386679
New Mexico,,2021-02-21,394841
New Mexico,,2021-02-22,409505
New Mexico,,2021-02-23,414796
New Mexico,,2021-02-24,417861
New Mexico,,2021-02-25,426331
New Mexico,,2021-02-26,438670
New Mexico,,2021-02-27,450558
New Mexico,,2021-02-28,467493
New Mexico,,2021-03-01,470185
New Mexico,,2021-03-02,475459
New Mexico,,2021-03-03,483920
New Mexico,,2021-03-04,488139
New Mexico,,2021-03-05,502054
New Mexico,,2021-03-06,519972
New Mexico,,2021-03-07,528061
New Mexico,,2021-03-08,541044
New Mexico,,2021-03-09,545238
New Mexico,,2021-03-10,546442
New Mexico,,2021-03-11,563149
New Mexico,,2021-03-12,581690
New Mexico,,2021-03-13,591927
New Mexico,,2021-03-14,608238
New Mexico,,2021-03-15,613331
New Mexico,,2021-03-16,621579
New Mexico,,2021-03-17,630828
New Mexico,,2021-03-18,642435
New Mexico,,2021-03-19,658512
New Mexico,,2021-03-20,677668
New Mexico,,2021-03-21,691431
New Mexico,,2021-03-22,699102
New Mexico,,2021-03-23,701349
New Mexico,,2021-03-24,706947
New Mexico,,2021-03-25,722460
New Mexico,,2021-03-26,739270
New Mexico,,2021-03-27,757700
New Mexico,,2021-03-28,778035
New Mexico,,2021-03-29,785813
New Mexico,,2021-03-30,787206
New Mexico,,2021-03-31,797952
New Mexico,,2021-04-01,811808
New Mexico,,2021-04-02,828199
New Mexico,,2021-04-03,843781
New Mexico,,2021-04-04,858547
New Mexico,,2021-04-05,863155
New Mexico,,2021-04-06,864510
New Mexico,,2021-04-07,868372
New Mexico,,2021-04-08,888767
New Mexico,,2021-04-09,904820
New Mexico,,2021-04-10,920834
New Mexico,,2021-04-11,936846
New Mexico,,2021-04-12,942879
New Mexico,,2021-04-13,944676
New Mexico,,2021-04-14,951067
New Mexico,,2021-04-15,964280
New Mexico,,2021-04-16,975654
New Mexico,,2021-04-17,992527
New Mexico,,2021-04-18,1002327
New Mexico,,2021-04-19,1009080
New Mexico,,2021-04-20,1010627
New Mexico,,2021-04-21,1015043
New Mexico,,2021-04-22,1022968
New Mexico,,2021-04-23,1030900
New Mexico,,2021-04-24,1039283
New Mexico,,2021-04-25,1046951
New Mexico,,2021-04-26,1050052
New Mexico,,2021-04-27,1051555
New Mexico,,2021-04-28,1055793
New Mexico,,2021-04-29,1061291
New Mexico,,2021-04-30,1066741
New Mexico,,2021-05-01,1073708
New Mexico,,2021-05-02,1078901
New Mexico,,2021-05-03,1085496
New Mexico,,2021-05-04,1086281
New Mexico,,2021-05-05,1089796
New Mexico,,2021-05-06,1094583
New Mexico,,2021-05-07,1100463
New Mexico,,2021-05-08,1105318
New Mexico,,2021-05-09,1110016
New Mexico,,2021-05-10,1114569
New Mexico,,2021-05-11,1116460
New Mexico,,2021-05-12,1119152
New Mexico,,2021-05-13,1123386
New Mexico,,2021-05-14,1127199
New Mexico,,2021-05-15,1133145
New Mexico,,2021-05-16,1138906
New Mexico,,2021-05-17,1142921
New Mexico,,2021-05-18,1145094
New Mexico,,2021-05-19,1149260
New Mexico,,2021-05-20,1156807
New Mexico,,2021-05-21,1164237
New York State,,2021-01-12,543014
New York State,,2021-01-13,587865
New York State,,2021-01-14,617596
New York State,,2021-01-15,671311
New York State,,2021-01-19,884908
New York State,,2021-01-20,926339
New York State,,2021-01-21,982183
New York State,,2021-01-22,1048453
New York State,,2021-01-23,1105935
New York State,,2021-01-24,1172921
New York State,,2021-01-25,1215450
New York State,,2021-01-26,1245215
New York State,,2021-01-27,1286705
New York State,,2021-01-28,1320572
New York State,,2021-01-29,1359970
New York State,,2021-01-30,1417373
New York State,,2021-01-31,1473614
New York State,,2021-02-01,1511266
New York State,,2021-02-02,1541235
New York State,,2021-02-03,1562945
New York State,,2021-02-04,1576553
New York State,,2021-02-05,1610832
New York State,,2021-02-06,1661253
New York State,,2021-02-07,1722302
New York State,,2021-02-08,1767666
New York State,,2021-02-09,1795592
New York State,,2021-02-10,1833754
New York State,,2021-02-11,1869595
New York State,,2021-02-12,1907783
New York State,,2021-02-13,1959193
New York State,,2021-02-14,2007952
New York State,,2021-02-16,2102037
New York State,,2021-02-17,2138943
New York State,,2021-02-18,2176004
New York State,,2021-02-19,2296133
New York State,,2021-02-20,2334012
New York State,,2021-02-21,2369520
New York State,,2021-02-22,2400850
New York State,,2021-02-23,2426155
New York State,,2021-02-24,2449913
New York State,,2021-02-25,2482912
New York State,,2021-02-26,2525442
New York State,,2021-02-27,2588847
New York State,,2021-02-28,2691322
New York State,,2021-03-01,2777745
New York State,,2021-03-02,2880527
New York State,,2021-03-03,2958184
New York State,,2021-03-04,3052380
New York State,,2021-03-05,3155309
New York State,,2021-03-06,3292632
New York State,,2021-03-07,3438817
New York State,,2021-03-08,3569927
New York State,,2021-03-09,3651402
New York State,,2021-03-10,3781666
New York State,,2021-03-11,3892844
New York State,,2021-03-12,4010039
New York State,,2021-03-13,4226184
New York State,,2021-03-14,4226938
New York State,,2021-03-15,4323082
New York State,,2021-03-16,4404294
New York State,,2021-03-17,4487772
New York State,,2021-03-18,4598782
New York State,,2021-03-19,4706737
New York State,,2021-03-20,4846355
New York State,,2021-03-21,4980453
New York State,,2021-03-22,5082402
New York State,,2021-03-23,5195034
New York State,,2021-03-24,5288759
New York State,,2021-03-25,5378106
New York State,,2021-03-26,5509579
New York State,,2021-03-27,5654140
New York State,,2021-03-28,5761882
New York State,,2021-03-29,5861761
New York State,,2021-03-30,5935139
New York State,,2021-03-31,6051597
New York State,,2021-04-01,6110874
New York State,,2021-04-02,6285658
New York State,,2021-04-03,6492009
New York State,,2021-04-04,6624421
New York State,,2021-04-05,6691660
New York State,,2021-04-06,6757369
New York State,,2021-04-07,6901208
New York State,,2021-04-08,7034356
New York State,,2021-04-09,7199856
New York State,,2021-04-10,7378953
New York State,,2021-04-11,7527413
New York State,,2021-04-12,7630961
New York State,,2021-04-13,7743155
New York State,,2021-04-14,7856472
New York State,,2021-04-15,7968346
New York State,,2021-04-16,8080703
New York State,,2021-04-17,8184821
New York State,,2021-04-18,8322102
New York State,,2021-04-19,8397791
New York State,,2021-04-20,8475925
New York State,,2021-04-21,8552612
New York State,,2021-04-22,8636314
New York State,,2021-04-23,8724403
New York State,,2021-04-24,8812307
New York State,,2021-04-25,8885577
New York State,,2021-04-26,8938559
New York State,,2021-04-27,8989922
New York State,,2021-04-28,9065115
New York State,,2021-04-29,9170858
New York State,,2021-04-30,9258652
New York State,,2021-05-01,9345352
New York State,,2021-05-02,9394909
New York State,,2021-05-03,9424141
New York State,,2021-05-04,9460031
New York State,,2021-05-05,9520974
New York State,,2021-05-06,9589582
New York State,,2021-05-07,9642901
New York State,,2021-05-08,9694879
New York State,,2021-05-09,9748719
New York State,,2021-05-10,9791125
New York State,,2021-05-11,9824699
New York State,,2021-05-12,9863188
New York State,,2021-05-13,9898395
New York State,,2021-05-14,9943227
New York State,,2021-05-15,10005881
New York State,,2021-05-16,10067820
New York State,,2021-05-17,10107731
New York State,,2021-05-18,10142382
New York State,,2021-05-19,10212130
New York State,,2021-05-20,10270385
New York State,,2021-05-21,10372058
North Carolina,,2021-01-12,189213
North Carolina,,2021-01-13,228686
North Carolina,,2021-01-14,233038
North Carolina,,2021-01-15,259859
North Carolina,,2021-01-19,346533
North Carolina,,2021-01-20,368818
North Carolina,,2021-01-21,406257
North Carolina,,2021-01-22,450144
North Carolina,,2021-01-23,497387
North Carolina,,2021-01-24,552194
North Carolina,,2021-01-25,589436
North Carolina,,2021-01-26,611853
North Carolina,,2021-01-27,627980
North Carolina,,2021-01-28,728551
North Carolina,,2021-01-29,729507
North Carolina,,2021-01-30,762635
North Carolina,,2021-01-31,800782
North Carolina,,2021-02-01,818858
North Carolina,,2021-02-02,819119
North Carolina,,2021-02-03,855450
North Carolina,,2021-02-04,875375
North Carolina,,2021-02-05,902198
North Carolina,,2021-02-06,939554
North Carolina,,2021-02-07,979112
North Carolina,,2021-02-08,999151
North Carolina,,2021-02-09,1005714
North Carolina,,2021-02-10,1033527
North Carolina,,2021-02-11,1050246
North Carolina,,2021-02-12,1075646
North Carolina,,2021-02-13,1114685
North Carolina,,2021-02-14,1166560
North Carolina,,2021-02-16,1198710
North Carolina,,2021-02-17,1223476
North Carolina,,2021-02-18,1238992
North Carolina,,2021-02-19,1339762
North Carolina,,2021-02-20,1353909
North Carolina,,2021-02-21,1373952
North Carolina,,2021-02-22,1368734
North Carolina,,2021-02-23,1372784
North Carolina,,2021-02-24,1389988
North Carolina,,2021-02-25,1407925
North Carolina,,2021-02-26,1451906
North Carolina,,2021-02-27,1504356
North Carolina,,2021-02-28,1574172
North Carolina,,2021-03-01,1615012
North Carolina,,2021-03-02,1626567
North Carolina,,2021-03-03,1665521
North Carolina,,2021-03-04,1692968
North Carolina,,2021-03-05,1706016
North Carolina,,2021-03-06,1758662
North Carolina,,2021-03-07,1805008
North Carolina,,2021-03-08,1838635
North Carolina,,2021-03-09,1858432
North Carolina,,2021-03-10,1906434
North Carolina,,2021-03-11,1950352
North Carolina,,2021-03-12,2014895
North Carolina,,2021-03-13,2181724
North Carolina,,2021-03-14,2193331
North Carolina,,2021-03-15,2233748
North Carolina,,2021-03-16,2293986
North Carolina,,2021-03-17,2337632
North Carolina,,2021-03-18,2406584
North Carolina,,2021-03-19,2468201
North Carolina,,2021-03-20,2538508
North Carolina,,2021-03-21,2608692
North Carolina,,2021-03-22,2649588
North Carolina,,2021-03-23,2670792
North Carolina,,2021-03-24,2726114
North Carolina,,2021-03-25,2775957
North Carolina,,2021-03-26,2837266
North Carolina,,2021-03-27,2907005
North Carolina,,2021-03-28,2952779
North Carolina,,2021-03-29,2974973
North Carolina,,2021-03-30,2983429
North Carolina,,2021-03-31,3026774
North Carolina,,2021-04-01,3074120
North Carolina,,2021-04-02,3120714
North Carolina,,2021-04-03,3206121
North Carolina,,2021-04-04,3238031
North Carolina,,2021-04-05,3262431
North Carolina,,2021-04-06,3274838
North Carolina,,2021-04-07,3315897
North Carolina,,2021-04-08,3357860
North Carolina,,2021-04-09,3405406
North Carolina,,2021-04-10,3468529
North Carolina,,2021-04-11,3528522
North Carolina,,2021-04-12,3570420
North Carolina,,2021-04-13,3593888
North Carolina,,2021-04-14,3642553
North Carolina,,2021-04-15,3676993
North Carolina,,2021-04-16,3718123
North Carolina,,2021-04-17,3762976
North Carolina,,2021-04-18,3807889
North Carolina,,2021-04-19,3838153
North Carolina,,2021-04-20,3853152
North Carolina,,2021-04-21,3877123
North Carolina,,2021-04-22,3904155
North Carolina,,2021-04-23,3940549
North Carolina,,2021-04-24,3972578
North Carolina,,2021-04-25,4011726
North Carolina,,2021-04-26,4034370
North Carolina,,2021-04-27,4057006
North Carolina,,2021-04-28,4062728
North Carolina,,2021-04-29,4083191
North Carolina,,2021-04-30,4108050
North Carolina,,2021-05-01,4132341
North Carolina,,2021-05-02,4157863
North Carolina,,2021-05-03,4167819
North Carolina,,2021-05-04,4173701
North Carolina,,2021-05-05,4184155
North Carolina,,2021-05-06,4198889
North Carolina,,2021-05-07,4216849
North Carolina,,2021-05-08,4233679
North Carolina,,2021-05-09,4248350
North Carolina,,2021-05-10,4257200
North Carolina,,2021-05-11,4261037
North Carolina,,2021-05-12,4269241
North Carolina,,2021-05-13,4282082
North Carolina,,2021-05-14,4293827
North Carolina,,2021-05-15,4310158
North Carolina,,2021-05-16,4330478
North Carolina,,2021-05-17,4347792
North Carolina,,2021-05-18,4357615
North Carolina,,2021-05-19,4377152
North Carolina,,2021-05-20,4398309
North Carolina,,2021-05-21,4418989
North Dakota,,2021-01-12,33648
North Dakota,,2021-01-13,34317
North Dakota,,2021-01-14,35293
North Dakota,,2021-01-15,38506
North Dakota,,2021-01-19,47616
North Dakota,,2021-01-20,48350
North Dakota,,2021-01-21,48986
North Dakota,,2021-01-22,51018
North Dakota,,2021-01-23,53491
North Dakota,,2021-01-24,56158
North Dakota,,2021-01-25,57996
North Dakota,,2021-01-26,58131
North Dakota,,2021-01-27,58673
North Dakota,,2021-01-28,60164
North Dakota,,2021-01-29,63773
North Dakota,,2021-01-30,66885
North Dakota,,2021-01-31,70822
North Dakota,,2021-02-01,71587
North Dakota,,2021-02-02,71735
North Dakota,,2021-02-03,72589
North Dakota,,2021-02-04,74387
North Dakota,,2021-02-05,78325
North Dakota,,2021-02-06,81935
North Dakota,,2021-02-07,85482
North Dakota,,2021-02-08,87633
North Dakota,,2021-02-09,87633
North Dakota,,2021-02-10,88917
North Dakota,,2021-02-11,90939
North Dakota,,2021-02-12,94160
North Dakota,,2021-02-13,96731
North Dakota,,2021-02-14,99364
North Dakota,,2021-02-16,102151
North Dakota,,2021-02-17,102414
North Dakota,,2021-02-18,104196
North Dakota,,2021-02-19,122026
North Dakota,,2021-02-20,124671
North Dakota,,2021-02-21,126909
North Dakota,,2021-02-22,125196
North Dakota,,2021-02-23,125262
North Dakota,,2021-02-24,127113
North Dakota,,2021-02-25,129590
North Dakota,,2021-02-26,134672
North Dakota,,2021-02-27,142174
North Dakota,,2021-02-28,147054
North Dakota,,2021-03-01,149458
North Dakota,,2021-03-02,149585
North Dakota,,2021-03-03,150729
North Dakota,,2021-03-04,153398
North Dakota,,2021-03-05,158378
North Dakota,,2021-03-06,164433
North Dakota,,2021-03-07,170418
North Dakota,,2021-03-08,172717
North Dakota,,2021-03-09,173961
North Dakota,,2021-03-10,175078
North Dakota,,2021-03-11,178388
North Dakota,,2021-03-12,186005
North Dakota,,2021-03-13,192137
North Dakota,,2021-03-14,197376
North Dakota,,2021-03-15,198656
North Dakota,,2021-03-16,198709
North Dakota,,2021-03-17,200698
North Dakota,,2021-03-18,203723
North Dakota,,2021-03-19,209842
North Dakota,,2021-03-20,215512
North Dakota,,2021-03-21,218943
North Dakota,,2021-03-22,220711
North Dakota,,2021-03-23,220775
North Dakota,,2021-03-24,222233
North Dakota,,2021-03-25,225684
North Dakota,,2021-03-26,229811
North Dakota,,2021-03-27,234208
North Dakota,,2021-03-28,236146
North Dakota,,2021-03-29,237354
North Dakota,,2021-03-30,244790
North Dakota,,2021-03-31,246500
North Dakota,,2021-04-01,250258
North Dakota,,2021-04-02,256513
North Dakota,,2021-04-03,261321
North Dakota,,2021-04-04,262979
North Dakota,,2021-04-05,263818
North Dakota,,2021-04-06,264001
North Dakota,,2021-04-07,265144
North Dakota,,2021-04-08,268305
North Dakota,,2021-04-09,271992
North Dakota,,2021-04-10,276426
North Dakota,,2021-04-11,278831
North Dakota,,2021-04-12,280575
North Dakota,,2021-04-13,280650
North Dakota,,2021-04-14,281652
North Dakota,,2021-04-15,283076
North Dakota,,2021-04-16,286317
North Dakota,,2021-04-17,287805
North Dakota,,2021-04-18,289263
North Dakota,,2021-04-19,289672
North Dakota,,2021-04-20,289719
North Dakota,,2021-04-21,290336
North Dakota,,2021-04-22,291189
North Dakota,,2021-04-23,292833
North Dakota,,2021-04-24,294090
North Dakota,,2021-04-25,295375
North Dakota,,2021-04-26,295754
North Dakota,,2021-04-27,295888
North Dakota,,2021-04-28,296538
North Dakota,,2021-04-29,297564
North Dakota,,2021-04-30,298958
North Dakota,,2021-05-01,300087
North Dakota,,2021-05-02,300674
North Dakota,,2021-05-03,300753
North Dakota,,2021-05-04,300916
North Dakota,,2021-05-05,301577
North Dakota,,2021-05-06,302407
North Dakota,,2021-05-07,303352
North Dakota,,2021-05-08,304640
North Dakota,,2021-05-09,305561
North Dakota,,2021-05-10,305803
North Dakota,,2021-05-11,305846
